codigo_iccs,tipo,estado_civil,estatus_migratorio,edad,sexo,genero,nacionalidad,autoidentificacion_etnica,numero_detenciones,nivel_de_instruccion,condicion,movilizacion,tipo_arma,arma,Fecha_Detención,hora_detencion_aprehension,lugar,tipo_lugar,codigo_distrito,codigo_circuito,codigo_subcircuito,Zona,Subzona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,Canton,nombre_parroquia,presunta_flagrancia,presunta_infraccion,Presunta_Subinfracción,presunta_modalidad
,DETENIDO,SOLTERO/A,NO APLICA,31,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/26/2024,15:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D07,09D07C04,09D07C04S01,ZONA 8,DMG,PASCUALES,MUCHO LOTE,MUCHO LOTE 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
,APREHENDIDO,CASADO/A,REGULAR,54,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,AUTOMOVIL,NINGUNA,NINGUNA,1/1/2024,14:20,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,10D01,10D01C12,10D01C12S01,ZONA 1,IMBABURA,CIUDAD BLANCA,LAS TOTORAS,LAS TOTORAS 1,10,1001,100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,SI,DELITOS CULPOSOS DE TRÁNSITO,LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO,SIN DATO
90610.02,APREHENDIDO,SOLTERO/A,NO APLICA,23,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,5:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,21D01,21D01C01,21D01C01S01,ZONA 1,SUCUMBIOS,SUCUMBIOS,CASCALES,CASCALES 1,21,2106,210650,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,SI,TERRORISMO Y SU FINANCIACIÓN,TERRORISMO,SIN DATO
20721.02,APREHENDIDO,SOLTERO/A,NO APLICA,38,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,MOTOCICLETA,NINGUNA,NINGUNA,1/12/2024,18:58,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,12D01,12D01C15,12D01C15S01,ZONA 5,LOS RIOS,BABAHOYO,BABA,BABA 1,12,1202,120250,LOS RIOS,BABA,BABA,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,DE 0.3 A 0.8 GRAMOS
30121,APREHENDIDO,SOLTERO/A,SIN DATO,31,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/27/2024,17:25,TROCHA,ÁREAS DE ACCESO PUBLICO,23D01,23D01C12,23D01C12S01,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,EL ESFUERZO,EL ESFUERZO 1,23,2301,230156,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,EL ESFUERZO,SI,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,ABUSO SEXUAL,SIN DATO
20221.02,APREHENDIDO,SOLTERO/A,SIN DATO,,HOMBRE,MASCULINO,COLOMBIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,A PIE,ARMAS DE FUEGO,PISTOLAS,1/31/2024,15:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D03,17D03C05,17D03C05S04,ZONA 9,DMQ,LA DELICIA,LA ROLDOS,LA ROLDOS 4,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA LA LIBERTAD PERSONAL,SECUESTRO EXTORSIVO,SIN DATO
110900.03,APREHENDIDO,SOLTERO/A,REGULAR,39,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/21/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,04D01,04D01C08,04D01C08S01,ZONA 1,CARCHI,TULCAN,KENNEDY,KENNEDY 1,4,401,40150,CARCHI,TULCAN,TULCAN,SI,CONTRAVENCIONES,CONTRAVENCIONES DE PRIMERA CLASE,"4. La persona que realice escándalo público sin armas, salvo el caso de justa defensa propia o de un tercero"
,DETENIDO,SOLTERO/A,NO APLICA,39,HOMBRE,NO APLICA,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/19/2024,13:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,04D02,04D02C06,04D02C06S01,ZONA 1,CARCHI,MONTUFAR,CRISTOBAL COLON,CRISTOBAL COLON 1,4,405,40551,CARCHI,MONTUFAR,CRISTOBAL COLON,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
90700.01,APREHENDIDO,SOLTERO/A,SIN DATO,22,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/25/2024,11:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,21D04,21D04C02,21D04C02S01,ZONA 1,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI CENTRO,SHUSHUFINDI CENTRO 1,21,2104,210450,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,SI,CONTRAVENCIONES DE TRÁNSITO,CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE,La persona que conduzca sin haber obtenido licencia.
110900.06,APREHENDIDO,SOLTERO/A,NO APLICA,21,MUJER,FEMENINO,ECUATORIANO,SHUAR,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/22/2024,13:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,14D01,14D01C05,14D01C05S01,ZONA 6,MORONA SANTIAGO,MORONA,MACAS,MACAS 1,14,1401,140150,MORONA SANTIAGO,MORONA,MACAS,SI,CONTRAVENCIONES,CONTRAVENCIONES DE CUARTA CLASE,"4. La persona que voluntariamente hiera o golpee a otro, causándole lesiones o incapacidad para el trabajo, que no excedan de tres días."
110900.06,APREHENDIDO,SOLTERO/A,NO APLICA,17,MUJER,FEMENINO,ECUATORIANO,SHUAR,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/22/2024,13:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,14D01,14D01C05,14D01C05S01,ZONA 6,MORONA SANTIAGO,MORONA,MACAS,MACAS 1,14,1401,140150,MORONA SANTIAGO,MORONA,MACAS,SI,CONTRAVENCIONES,CONTRAVENCIONES DE CUARTA CLASE,"4. La persona que voluntariamente hiera o golpee a otro, causándole lesiones o incapacidad para el trabajo, que no excedan de tres días."
10102.04,APREHENDIDO,SOLTERO/A,NO APLICA,27,HOMBRE,MASCULINO,ECUATORIANO,SHUAR,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/8/2024,20:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,14D01,14D01C05,14D01C05S01,ZONA 6,MORONA SANTIAGO,MORONA,MACAS,MACAS 1,14,1401,140150,MORONA SANTIAGO,MORONA,MACAS,SI,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,VIOLACIÓN,SIN DATO
20112.05,DETENIDO,SOLTERO/A,NO APLICA,43,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/8/2024,0:45,ESPACIO PRIVADO,ÁREA PRIVADA,16D01,16D01C06,16D01C06S01,ZONA 3,PASTAZA,PASTAZA,TARQUI,TARQUI 1,16,1601,160163,PASTAZA,PASTAZA,TARQUI,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
90700.01,APREHENDIDO,SOLTERO/A,SIN DATO,25,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/10/2024,12:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,14D04,14D04C05,14D04C05S02,ZONA 6,MORONA SANTIAGO,SUR,GUALAQUIZA,GUALAQUIZA 2,14,1402,140250,MORONA SANTIAGO,GUALAQUIZA,GUALAQUIZA,SI,CONTRAVENCIONES DE TRÁNSITO,CONTRAVENCIONES DE TRÁNSITO DE PRIMERA CLASE,La persona que conduzca sin haber obtenido licencia.
4011,APREHENDIDO,SOLTERO/A,NO APLICA,36,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,SIN DATO,SIN DATO,ARMAS DE FUEGO,PISTOLA,1/7/2024,20:00,ESPACIO PRIVADO,ÁREA PRIVADA,21D02,21D02C01,21D02C01S01,ZONA 1,SUCUMBIOS,LAGO AGRIO,NUEVO SUCUMBIOS,NUEVO SUCUMBIOS 1,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ASALTO
10101.01,APREHENDIDO,SOLTERO/A,NO APLICA,43,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),OTROS,1/13/2024,17:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,12D03,12D03C01,12D03C01S01,ZONA 5,LOS RIOS,QUEVEDO,LA ESPERANZA,LA ESPERANZA 1,12,1205,120555,LOS RIOS,QUEVEDO,LA ESPERANZA,SI,DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA,HOMICIDIO,SIN DATO
4011,APREHENDIDO,SOLTERO/A,SIN DATO,47,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/7/2024,10:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D03,09D03C02,09D03C02S01,ZONA 8,DMG,9 DE OCTUBRE,VICTORIA,VICTORIA 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,ASALTO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,20,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/16/2024,17:30,CASA/VILLA,VIVIENDA/ALOJAMIENTO,12D03,12D03C06,12D03C06S02,ZONA 5,LOS RIOS,QUEVEDO,DIVINO NIÑO,DIVINO NIÑO 2,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
80690.02,APREHENDIDO,SOLTERO/A,REGULAR,20,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/24/2024,17:30,CRS MIXTO-QUEVEDO,CENTRO DE REHABILITACIÓN SOCIAL (CRS),12D03,12D03C05,12D03C05S02,ZONA 5,LOS RIOS,QUEVEDO,GALO PLAZA,GALO PLAZA 2,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,SI,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA,INGRESO DE ARTÍCULOS PROHIBIDOS,SIN DATO
,DETENIDO,SOLTERO/A,REGULAR,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/11/2024,17:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,02D01,02D01C02,02D01C02S01,ZONA 5,BOLIVAR,GUARANDA,15 DE MAYO,15 DE MAYO 1,2,201,20150,BOLIVAR,GUARANDA,GUARANDA,SI,BOLETAS,BOLETA DE APREMIO,SIN DATO
20112.05,APREHENDIDO,SOLTERO/A,REGULAR,24,HOMBRE,MASCULINO,ECUATORIANO,INDÍGENA,0,EDUCACIÓN GENERAL BÁSICA,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/16/2024,19:20,CASA/VILLA,VIVIENDA/ALOJAMIENTO,16D01,16D01C06,16D01C06S01,ZONA 3,PASTAZA,PASTAZA,TARQUI,TARQUI 1,16,1601,160163,PASTAZA,PASTAZA,TARQUI,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,46,MUJER,FEMENINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,11:40,OTRO LOCAL COMERCIAL,ÁREAS DEDICADAS AL COMERCIO,17D03,17D03C13,17D03C13S03,ZONA 9,DMQ,LA DELICIA,COTOCOLLAO,COTOCOLLAO 3,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20112.05,APREHENDIDO,SOLTERO/A,SIN DATO,24,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/1/2024,10:00,ESPACIO PRIVADO,ÁREA PRIVADA,04D01,04D01C04,04D01C04S01,ZONA 1,CARCHI,TULCAN,ISIDRO AYORA,ISIDRO AYORA 1,4,401,40150,CARCHI,TULCAN,TULCAN,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
,DETENIDO,SOLTERO/A,SIN DATO,29,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/21/2024,1:10,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D09,17D09C02,17D09C02S02,ZONA 9,DMQ,TUMBACO,TUMBACO SUR,TUMBACO SUR 2,17,1701,170184,PICHINCHA,QUITO,TUMBACO,NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
,DETENIDO,SOLTERO/A,SIN DATO,33,HOMBRE,MASCULINO,ECUATORIANO,MONTUBIO/A,0,SIN DATO,NORMAL,MOTOCICLETA,NINGUNA,NINGUNA,1/18/2024,1:15,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,23D01,23D01C05,23D01C05S02,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,3 DE JULIO,3 DE JULIO 2,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
20221.02,APREHENDIDO,SOLTERO/A,REGULAR,17,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,MOTOCICLETA,ARMAS DE FUEGO,PISTOLA,1/30/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D02,09D02C04,09D02C04S02,ZONA 8,DMG,ESTEROS,TRINITARIA NORTE,TRINITARIA NORTE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA LIBERTAD PERSONAL,SECUESTRO EXTORSIVO,SIN DATO
10102.04,APREHENDIDO,DIVORCIADO/A,SIN DATO,31,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/27/2024,1:50,CASA/VILLA,VIVIENDA/ALOJAMIENTO,24D02,24D02C03,24D02C03S01,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,5 DE JUNIO,5 DE JUNIO 1,24,2402,240250,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,SI,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,VIOLACIÓN,SIN DATO
70190.05,DETENIDO,CASADO/A,REGULAR,47,HOMBRE,MASCULINO,COLOMBIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/17/2024,14:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D05,17D05C10,17D05C10S02,ZONA 9,DMQ,EUGENIO ESPEJO,IÑAQUITO,IÑAQUITO 2,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ESTAFA,SIN DATO
50211,APREHENDIDO,SOLTERO/A,SIN DATO,23,MUJER,NO APLICA,ECUATORIANO,SIN DATO,0,SIN DATO,SIN DATO,A PIE,NINGUNA,NINGUNA,1/5/2024,19:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,18D05,18D05C01,18D05C01S02,ZONA 3,TUNGURAHUA,PILLARO,PILLARO,PILLARO 2,18,1808,180850,TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,HURTO,A PERSONAS
,DETENIDO,SOLTERO/A,REGULAR,22,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/24/2024,9:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C11,06D01C11S02,ZONA 3,CHIMBORAZO,RIOBAMBA,LA CONDAMINE,LA CONDAMINE 2,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
,DETENIDO,SOLTERO/A,SIN DATO,26,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/16/2024,15:30,BOSQUES Y RESERVAS ECOLÓGICAS,ÁREAS DE ACCESO PUBLICO,05D01,05D01C16,05D01C16S01,ZONA 3,COTOPAXI,LATACUNGA,BELISARIO QUEVEDO,BELISARIO QUEVEDO 1,5,501,50152,COTOPAXI,LATACUNGA,BELISARIO QUEVEDO (GUANAILIN),NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
20111.11,APREHENDIDO,SOLTERO/A,SIN DATO,50,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/27/2024,0:05,ESPACIO PRIVADO,ÁREA PRIVADA,07D02,07D02C16,07D02C16S01,ZONA 7,EL ORO,MACHALA,CRISTO DEL CONSUELO,CRISTO DEL CONSUELO 1,7,701,70150,EL ORO,MACHALA,MACHALA,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,33,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/21/2024,6:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D07,09D07C02,09D07C02S01,ZONA 8,DMG,PASCUALES,BASTION POPULAR SUR,BASTION POPULAR SUR 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20221.02,DETENIDO,SOLTERO/A,NO APLICA,33,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,SIN DATO,SIN DATO,NINGUNA,NINGUNA,1/23/2024,9:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D03,09D03C04,09D03C04S01,ZONA 8,DMG,9 DE OCTUBRE,GARAY,GARAY 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,NO,DELITOS CONTRA LA LIBERTAD PERSONAL,SECUESTRO EXTORSIVO,SIN DATO
20111.11,APREHENDIDO,CASADO/A,NO APLICA,42,HOMBRE,MASCULINO,ECUATORIANO,SHUAR,0,SIN DATO,ALIENTO A LICOR,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),CUCHILLOS,1/21/2024,0:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,14D01,14D01C06,14D01C06S01,ZONA 6,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,SEVILLA DON BOSCO 1,14,1401,140157,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
10102.01,APREHENDIDO,CASADO/A,NO APLICA,65,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,A PIE,ARMAS DE FUEGO,FUSIL,1/29/2024,22:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D03,09D03C07,09D03C07S02,ZONA 8,DMG,9 DE OCTUBRE,CRISTO DEL CONSUELO,CRISTO DEL CONSUELO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA,ASESINATO,SIN DATO
,APREHENDIDO,SOLTERO/A,SIN DATO,27,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/10/2024,10:00,ESPACIO PRIVADO,ÁREA PRIVADA,07D05,07D05C06,07D05C06S03,ZONA 7,EL ORO,HUAQUILLAS,HUALTACO,HUALTACO 3,7,707,70750,EL ORO,HUAQUILLAS,HUAQUILLAS,SI,"DELITOS CONTRA LA ACTIVIDAD HIDROCARBURÍFERA, DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO Y BIOCOMBUSTIBLES","ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL O MAL USO DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,REGULAR,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/4/2024,9:00,ESPACIO PRIVADO,ÁREA PRIVADA,11D01,11D01C10,11D01C10S01,ZONA 7,LOJA,LOJA,TEBAIDA,TEBAIDA 1,11,1101,110150,LOJA,LOJA,LOJA,NO,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
,DETENIDO,SOLTERO/A,SIN DATO,28,HOMBRE,MASCULINO,ECUATORIANO,INDÍGENA,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/15/2024,11:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,04D03,04D03C01,04D03C01S01,ZONA 1,CARCHI,ESPEJO,EL ANGEL,EL ANGEL 1,4,403,40350,CARCHI,ESPEJO,EL ANGEL,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
80900.02,APREHENDIDO,SOLTERO/A,NO APLICA,26,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/20/2024,23:55,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C10,06D01C10S01,ZONA 3,CHIMBORAZO,RIOBAMBA,TERMINAL TERRESTRE,TERMINAL TERRESTRE 1,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,SI,DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA,INCUMPLIMIENTO DE DECISIONES LEGÍTIMAS DE AUTORIDAD COMPETENTE,SIN DATO
20111.11,APREHENDIDO,DIVORCIADO/A,SIN DATO,54,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/8/2024,13:35,CASA/VILLA,VIVIENDA/ALOJAMIENTO,01D01,01D01C06,01D01C06S01,ZONA 6,AZUAY,CUENCA NORTE,BARRIAL BLANCO,BARRIAL BLANCO 1,1,101,10150,AZUAY,CUENCA,CUENCA,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20112.05,DETENIDO,VIUDO/A,SIN DATO,47,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,8:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,02D01,02D01C01,02D01C01S01,ZONA 5,BOLIVAR,GUARANDA,GUARANDA SUR,GUARANDA SUR 1,2,201,20150,BOLIVAR,GUARANDA,GUARANDA,NO,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,REGULAR,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/21/2024,19:30,PARQUE Y PLAZA,ÁREAS DE ACCESO PUBLICO,16D01,16D01C01,16D01C01S02,ZONA 3,PASTAZA,PASTAZA,PUYO SUR,PUYO SUR 2,16,1601,160150,PASTAZA,PASTAZA,PUYO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
